entity,total_mentions,doc_freq
시/산문형식/내용의이분법,1,1
변증법적통합,1,1
날이미지의시,1,1
소비자본주의,1,1
세기말적상상력,1,1
묵시록적상상력,1,1
타나토스적욕망,1,1
마녀적전복,1,1
테크롤로지적상상력,1,1
묵시록적허무,1,1
모성성,1,1
카오스의무의식,1,1
환상적요소,1,1
언어적상상력,1,1
심리적외상,1,1
분열증적,1,1
물신화,1,1
은유의시,1,1
환유의시,1,1
현실적예술성,1,1
마녀,1,1
양식,1,1
원본-복사본-시뮬라크르,1,1
탈주의선,1,1
의미화,1,1
새로운시적징후,1,1
신경증,1,1
사후성,1,1
정신분석적환상,1,1
방어,1,1
신경증적환상,1,1
결여,1,1
환상을가로질러,1,1
에고,1,1
무한소급의역설,1,1
오이디푸스콤플렉스,1,1
상징적세계,1,1
신경증적증상,1,1
분열증적증상,1,1
부인,1,1
반욕망,1,1
전이,1,1
분리,1,1
가로지르기,1,1
말해질수없는것,1,1
반쯤말해진것,1,1
정신분석적비평,1,1
무의식적주체의욕망,1,1
분열분석적비평,1,1
불일치와전도와변신,1,1
분열과균열,1,1
가족극,1,1
현실과환상,1,1
구강성,1,1
동성애자,1,1
입술-손-엽서,1,1
인접성을무너뜨린환유의이질적연산법칙,1,1
정신분석적,1,1
분열분석적수사학,1,1
가족적위계,1,1
떠다니는기표,1,1
움직이는기표,1,1
표면적사건들의운동,1,1
심층적혼합의유형,1,1
배설,1,1
금기,1,1
억압된것의회귀,1,1
심리적전이,1,1
주체의무의식적욕망,1,1
대타자의결여,1,1
도착,1,1
도착적증상,1,1
분열증적언어,1,1
복수적다층성,1,1
정체성의혼란,1,1
정체성의혼돈,1,1
얼룩,1,1
다중적시선,1,1
신체절단의상상력,1,1
다중시선,1,1
엄마와아빠,1,1
가학적,1,1
파편성,1,1
역류,1,1
핵심적상징,1,1
중층결정,1,1
원초적결핍,1,1
상처의흔적,1,1
프레임,1,1
서사적흐름,1,1
억압된욕망의위장된성취,1,1
억압에대한저항,1,1
탈주에대한현실적봉합,1,1
생리혈,1,1
욕동,1,1
살아있는신체,1,1
시적기제,1,1
환생,1,1
서정의형식,1,1
폐허의형식,1,1
무의식적타자성의시,1,1
마녀적광기의상상력,1,1
시뮬라크르적사건과생성,1,1
잡종성,1,1
오이디푸스삼각형,1,1
과잉의코드화,1,1
생성의탈주선,1,1
리좀적수사법,1,1
향유의주체,1,1
통합,1,1
시쓰기의자의식,1,1
백가쟁명,1,1
시가죽어버린,1,1
시인=지식인,1,1
주변화,1,1
향수,1,1
소비,1,1
이행기적,1,1
시정신,1,1
주변성,1,1
반미학적,1,1
통합적미의식,1,1
세대론적단절성,1,1
주변부적상상력,1,1
전통적시세계,1,1
인문학적성찰,1,1
환유적나열,1,1
분열의리얼리티,1,1
분열의식,1,1
말의난장,1,1
메타시학,1,1
병시,1,1
몸시,1,1
반미학,1,1
반은유,1,1
언어기호,1,1
환유적의지,1,1
의미론,1,1
시집의기획력,1,1
혁명과전쟁제국주의와식민지첨단테크놀로지와정보화사회,1,1
인문학이총체적으로붕괴해가는시기,1,1
문학의창작기반이서서히무너지기시작한시기,1,1
정신적공동,1,1
기계화,1,1
정보화,1,1
지구촌화,1,1
생태계파괴,1,1
환경오염,1,1
식량난,1,1
전쟁의위협,1,1
모노크롬의반응,1,1
커뮤니케이션의구조,1,1
여성시편,1,1
몸시편,1,1
상투적자기복제,1,1
복합적인타자들,1,1
삶의비극성,1,1
생태적사유,1,1
적대적타자에대한저항을핵심으로하는역사의식,1,1
현실성의결핍,1,1
농촌,1,1
사회적이념,1,1
단시적완결성,1,1
원형편향성,1,1
선의과잉,1,1
탈속주의,1,1
감각성,1,1
언어의긴장이완,1,1
시의위기담론,1,1
시의정체성의해체와재구성,1,1
장르인식의위기,1,1
형이상학적중심부재,1,1
척박함과가벼움,1,1
감각적현존,1,1
학문과이성의도구적기능에대한반성적사유,1,1
근대적인간,1,1
자기성찰,1,1
정직성,1,1
계시,1,1
생소화,1,1
점진적명료화,1,1
창조적상상력,1,1
발견의감각,1,1
근대사,1,1
성장제일주의,1,1
물신숭배,1,1
시간의혹사,1,1
상품미학,1,1
소비의시대,1,1
문화산업,1,1
경계를횡단한다는담론,1,1
경계를횡단하는것,1,1
혼성모방,1,1
탈장르적경향,1,1
여장남자시코쿠,1,1
국경,1,1
횡단,1,1
플럭서스운동,1,1
장르의경계,1,1
디아스포라적상상력,1,1
오리엔탈리즘,1,1
다문화적상상력,1,1
식민지경험,1,1
지배자의시선,1,1
양가적시선,1,1
탈국경,1,1
미학을통한정치적인것의실현가능성,1,1
서정적낭만성,1,1
경계의안과밖,1,1
경계바깥의삶,1,1
작은반역,1,1
융합,1,1
슬픔의파토스,1,1
비극적신화,1,1
무력함,1,1
비극적정서,1,1
성찰의아포리즘,1,1
죄의식,1,1
번민,1,1
네이션,1,1
어머니의초급영어,1,1
여성성의과잉,1,1
이혼,1,1
이혼을내재한결혼,1,1
결혼을내재한이혼,1,1
양가적인식,1,1
카니발,1,1
자본주의시장경제,1,1
사용가치,1,1
방향상실,1,1
무주체성,1,1
신성과세속삶과죽음인간과짐승,1,1
양극단의공존,1,1
대립되는것의공존,1,1
문학적무기,1,1
토속어,1,1
현실로부터의도피,1,1
난해한환상,1,1
환상의제국,1,1
반영의미학,1,1
리얼리스트,1,1
사회적실재,1,1
심리적실재,1,1
시율라시옹,1,1
2차창작물,1,1
변용,1,1
2차창작,1,1
풍요로운이미지,1,1
시율라크르,1,1
공포영화,1,1
슬래셔,1,1
스플래터,1,1
오컬트,1,1
하드고어,1,1
하드고어무비,1,1
블랙코미디,1,1
일상성,1,1
잔혹한이미지,1,1
라푼젤,1,1
포스트모던의조건,1,1
메타이야기,1,1
몬도카네,1,1
하드고어공포영화,1,1
가상성,1,1
허상,1,1
체험자로서의주체,1,1
말초적자극,1,1
감각적허상,1,1
자유로운섹스관,1,1
펑크록밴드,1,1
오타쿠간,1,1
체험자,1,1
자아의동일화,1,1
분열된두개의자아,1,1
수동적,1,1
순종적,1,1
겐지,1,1
시뮬라크르적2차변용물,1,1
3차변용,1,1
순종,1,1
셔벗랜드,1,1
영도,1,1
에크리튀르,1,1
2차변용물,1,1
3차변용물,1,1
오타쿠파,1,1
비성년화자,1,1
자폐적양상,1,1
미래파아니오타쿠파,1,1
한류,1,1
광주민중항쟁과시,1,1
시와리얼리즘,1,1
시와모더니즘,1,1
시와생태주의,1,1
시와페미니즘,1,1
절차적민주주의,1,1
순수시,1,1
순수시一리얼리즘—모더니즘,1,1
동일자,1,1
IMF,1,1
빈부격차,1,1
금전만능주의,1,1
현실주의시,1,1
생태주의시,1,1
여성주의시,1,1
서정주의,1,1
신서정시,1,1
무한경쟁,1,1
공통적인것에대한의식,1,1
윤리에대한감수성,1,1
자본에포섭,1,1
스펙,1,1
미적척도의해체,1,1
신예시인들,1,1
미적척도,1,1
미학적척도,1,1
척도없는형상,1,1
측정불가능한,1,1
새로운조류,1,1
평문,1,1
유토피아적지향,1,1
반자본주의,1,1
노동시인,1,1
미적전위,1,1
전위-아방가르드,1,1
뉴웨이브의미학,1,1
전위의미학,1,1
교환가치의미학,1,1
사용가치의미학,1,1
상황주의,1,1
아방가르드유파,1,1
자동기술법,1,1
측정가능한,1,1
한국시비평,1,1
탈권위성,1,1
옛서정,1,1
자아화,1,1
이미지화,1,1
상호생성,1,1
정치적으로무엇을해야할까,1,1
민주주의적잠재성,1,1
예술의미학적체제,1,1
정치적인성격,1,1
창작실천,1,1
삶과예술의결합,1,1
러시아의미래주의,1,1
프랑스의상황주의,1,1
반예술,1,1
반예술의예술,1,1
참여문학론,1,1
미학의혁명,1,1
초현실주의자들,1,1
이미지공간,1,1
혁명적인방전,1,1
유물론적인,1,1
사적체험,1,1
비정치성,1,1
한국시문학,1,1
노동자문학운동,1,1
예술방법논쟁,1,1
보수주의,1,1
80년대노동시운동,1,1
노동자시인,1,1
미학적모험,1,1
사회•문화적의미,1,1
상호작용,1,1
주체의죽음,1,1
혼성의미학,1,1
모방과재현,1,1
원텍스트,1,1
차이의발견,1,1
패스티시,1,1
기교주의,1,1
10•26사건,1,1
월세,1,1
아르바이트,1,1
헝그리정신,1,1
대기업,1,1
부유충,1,1
하청,1,1
자유주의,1,1
빈민,1,1
생존,1,1
도그마,1,1
헌장,1,1
불량신용자,1,1
갑의권력,1,1
갑의횡포,1,1
천민자본주의,1,1
유신체제,1,1
군사독재,1,1
반어적표현,1,1
속죄,1,1
하층민,1,1
경쟁구도,1,1
낙오,1,1
병약함,1,1
경제적인약자,1,1
기복적,1,1
구원적,1,1
이적,1,1
모나드,1,1
공격성,1,1
페르소나,1,1
내부분열,1,1
자아정체성,1,1
완벽한순환성,1,1
이탈,1,1
저항의지,1,1
풍자적전략,1,1
진화하는서정,1,1
경향,1,1
낯선위반,1,1
세계질서의재편성,1,1
초현실적이미지,1,1
그로테스크함,1,1
상상력의실험,1,1
양립불가능한요소들의돌연한병치,1,1
주체의확산,1,1
충돌과모색,1,1
시적환상,1,1
환상과실재,1,1
계기적시간,1,1
대지의시간,1,1
틈의사유,1,1
자유로운기호,1,1
기의를찾지않는기표,1,1
능동적이고탄력적인기호,1,1
낯섦,1,1
실험적상상력,1,1
현실전복,1,1
시니피앙들의놀이터,1,1
언어의실험장,1,1
굳어버린인어,1,1
方）00년대시인들,1,1
불완전한언어,1,1
환상적텍스트,1,1
흔들리는자의아픈흔들림,1,1
일인칭의영혼,1,1
서정의어법,1,1
서정시의미적특성,1,1
다른서정시들,1,1
목련화,1,1
꽃의육질,1,1
일인칭의리듬,1,1
내면풍경,1,1
구어적반문,1,1
서정의우주,1,1
표상,1,1
산문적진실,1,1
균열의리얼리즘,1,1
유현서정시인,1,1
모순,1,1
서정적영혼,1,1
도원경,1,1
서정적전유,1,1
은유적구조,1,1
은유적어법,1,1
서정적진술,1,1
보조관념,1,1
유현,1,1
토속적,1,1
서정적유현,1,1
주체의표상,1,1
표상된세계,1,1
로맨틱한서정,1,1
내면적공간,1,1
낭만적서정성,1,1
내면이라는공간,1,1
로맨티시즘,1,1
마음의지도,1,1
내면의음악,1,1
로맨틱한자유,1,1
음악의정신,1,1
수도원,1,1
무책임,1,1
윤리적의미의무책임,1,1
미적무책임,1,1
낭만적서정,1,1
내면적로맨티시즘,1,1
영혼의무중력상태,1,1
감상적이되유장한리듬,1,1
전래의서정,1,1
현대적서정,1,1
근원,1,1
개별자적감각,1,1
보편적,1,1
당대적감성,1,1
서정적자기동일성의해체를통한근대의극복,1,1
권력투쟁,1,1
시적착란,1,1
건조한묘사,1,1
유사서정성,1,1
사실적인,1,1
복수일인칭의서정성,1,1
서정적불안,1,1
비의,1,1
관례,1,1
파편적인내면성,1,1
당대적언어의박물지,1,1
수평적역학관계,1,1
기이한서정성,1,1
서정적독백의권위를버린말,1,1
목쉰서정,1,1
개별화된언어,1,1
서정적진리,1,1
보이지않는전체,1,1
개별화된파토스,1,1
세계감각,1,1
정예주의적인담론,1,1
단성의논리,1,1
다성의논리,1,1
부정의변증법,1,1
기성,1,1
새것콤플렉스,1,1
순수서정시,1,1
서사시적인전통,1,1
리얼리즘시인들,1,1
리얼리즘진영,1,1
후기산업사회,1,1
자폐적인이데올로기,1,1
반서정적,1,1
행복한서정불행한서정,1,1
행복한서정시,1,1
불행한서정시,1,1
수미상관,1,1
회귀성언어,1,1
질료적성격,1,1
음운과리듬,1,1
전변하는주체,1,1
통사적인구문,1,1
율격,1,1
구문의통일,1,1
원심적인주체,1,1
불안정,1,1
무질서,1,1
숭고함,1,1
행복,1,1
미적태도,1,1
서정이진화한다,1,1
다름,1,1
내적함열,1,1
근대서정시,1,1
시적소실점,1,1
서정적화자의권위의상실,1,1
새로운서정시의미래,1,1
무가유를낳고공허가충만을낳는다,1,1
존재론적인문제,1,1
자기버림,1,1
서정적순도,1,1
비순도의순도,1,1
중층적인미학,1,1
숭고성,1,1
6・25전쟁,1,1
4・19혁명,1,1
유신헌법,1,1
광주민주화운동,1,1
문민정부,1,1
권위주의,1,1
탈정전화,1,1
탈권력화,1,1
문학사적의미,1,1
실험적언어,1,1
현실에대한성찰,1,1
전원적상상,1,1
도시적세련미,1,1
감각적유희,1,1
환상적이미지,1,1
죽음의식,1,1
세기말,1,1
형상,1,1
자동판매기변기통조림냉장고정육점수족관,1,1
북어오징어쥐독수리,1,1
비우고소멸하는것들,1,1
무/공,1,1
혼합시,1,1
문명비판의식,1,1
문명이전의순수한세계,1,1
타락한문명의대안적세계,1,1
패키지적기행시집,1,1
남성,1,1
실험시인,1,1
해체시인,1,1
섬세한관찰의시학,1,1
관능,1,1
시대의식,1,1
내면적성찰,1,1
생명시운동,1,1
동양적초월의식,1,1
성찰적인식,1,1
민중시인,1,1
생태적상상,1,1
그물,1,1
전일체,1,1
반생태적,1,1
노동해방문학,1,1
민중적연대감,1,1
시대에대한성찰,1,1
민중적삶의일상성,1,1
속된일상,1,1
민중성,1,1
오래된새로움,1,1
탈문명적,1,1
무위자연,1,1
노장사상,1,1
탈문명적사상,1,1
반사성,1,1
반성적자각,1,1
반성적성찰,1,1
전원적이상향,1,1
전원적공간,1,1
실존적형이상학적사유,1,1
심미적이상,1,1
정신적이상향,1,1
사회의식,1,1
순수한자연서정,1,1
귀거래사적인상상,1,1
휴머니즘,1,1
분열생식,1,1
과거,1,1
烙印,1,1
상징적살해,1,1
아버지권력,1,1
기호의상상계,1,1
봉건,1,1
전근대,1,1
가부장적부권,1,1
단절된상상력,1,1
아버지없는후레자식들,1,1
충분한아버지,1,1
가짜－아버지,1,1
문명의서사,1,1
부성문화,1,1
민족－국가－법,1,1
부성부재,1,1
하드코어,1,1
소통할수없음,1,1
정치적함의,1,1
혁명이냐사랑이냐,1,1
대문자로서의정치,1,1
나쁜아버지－권력,1,1
악성부성신화,1,1
늙은아버지,1,1
양가감정,1,1
부성의패러독스,1,1
국적불명의혼종적인것,1,1
욕망의위조,1,1
현실의위조,1,1
일그러진동화,1,1
심리극,1,1
시적매트릭스,1,1
고양이어법,1,1
서정시의제시형식,1,1
엿들어지는독백,1,1
소셜네트워크,1,1
사회적신체,1,1
과잉욕망,1,1
미디어환경,1,1
문학의권위,1,1
퀴어상상력,1,1
낭독회,1,1
신사회운동,1,1
포스트사회운동,1,1
미래파세대,1,1
체제비판,1,1
뉴타운천국,1,1
시대적조건,1,1
동인지,1,1
반체제운동,1,1
두리반의낭독회,1,1
304낭독회,1,1
행위체,1,1
세월호시,1,1
바다,1,1
혼자,1,1
시대적아픔,1,1
펑키적,1,1
골계,1,1
자매애,1,1
페미니즘리부트,1,1
남성중심사회,1,1
폭력적이고반윤리적인언어,1,1
가족,1,1
도플갱어,1,1
사이코드라마,1,1
윤리적인검열,1,1
극장에서의독백,1,1
정치적인올바름,1,1
현실과허구의경계,1,1
성소수자들,1,1
문학사,1,1
금지,1,1
시인의사회적책임감,1,1
섞임,1,1
대화,1,1
집단정체성,1,1
한개인으로서시인,1,1
환상적서정,1,1
서브컨처,1,1
불온함,1,1
동성애코드,1,1
시적모호성,1,1
전위예술,1,1
이탈리아의미래파,1,1
유럽의미래파운동,1,1
새토우,1,1
탈서정적인것,1,1
새로움의미학,1,1
개그의향연,1,1
미학적태도,1,1
미학의타성화,1,1
풍요,1,1
오늘의시인들,1,1
비극적퇴장,1,1
문법적범주를깨뜨림,1,1
한국의식자들,1,1
한국인들은20세기를통틀어피해자이고수난자이고,1,1
의미박탈자,1,1
어불성설,1,1
시각적인것,1,1
아수라,1,1
문자로서의시,1,1
반反―소통contre-communication,1,1
음성중심주의,1,1
의성어,1,1
의태어,1,1
의미중심주의,1,1
의미주의에대한거부,1,1
의미의기록,1,1
완성,1,1
SNS의언어폭력,1,1
의미에대한결핍감,1,1
철학적반성의시,1,1
정한,1,1
반성과해체,1,1
철학의제국,1,1
시인들의본능적감각에,1,1
지적인식,1,1
한국시의매너리즘,1,1
지적단련,1,1
응납,1,1
마음의시히,1,1
진동,1,1
일인칭,1,1
일인칭의새로움,1,1
분위기,1,1
뉴왜이브,1,1
다른시성,1,1
당대문학,1,1
진칭성,1,1
근대소신의기연리즘,1,1
3인칭객관只사,1,1
근대적仝신점,1,1
세게의자아화,1,1
서성직자아,1,1
관세적자아,1,1
시적순간,1,1
나눠쓰는인칭,1,1
텅비어있는나,1,1
습가,1,1
다양한3인칭늘의형상,1,1
1인칭의위치를다시싶어보자는처근의비跑적재안,1,1
키빙아웃,1,1
1인칭내민,1,1
미하적인혁신,1,1
대의불충분싱과대의불가능싱,1,1
I인칭의빈자리,1,1
3인칭들의형싱,1,1
베니니즘,1,1
촛불십회,1,1
대의가능싱,1,1
센더-새급,1,1
비래파,1,1
시와성치,1,1
성치적인것,1,1
인물화자,1,1
삭가,1,1
임종,1,1
다른서정들,1,1
부엌,1,1
피로,1,1
음식,1,1
잔인한쾌감,1,1
피학,1,1
연애의비극,1,1
관계의불능,1,1
거짓말,1,1
인내심,1,1
다다를수없는나라,1,1
인어）와언어,1,1
내가나인동시에내가아닌세계,1,1
언어의공동,1,1
미지의혀,1,1
현기증,1,1
유령극장,1,1
본질과현상,1,1
일원론,1,1
시선,1,1
보이는인형,1,1
스노글로브,1,1
수정구,1,1
기미,1,1
난장,1,1
순수한아름다움에관한치명적인파괴본능,1,1
선함과악함의빠른교차,1,1
솔직함,1,1
누벨바그,1,1
거짓도허무도편견도없는진실의세계,1,1
뉴*웨이브,1,1
서정바깥의서정,1,1
이서,1,1
주의력,1,1
기억력,1,1
오성,1,1
감각론,1,1
본성,1,1
인식의선천주의,1,1
감각론적비평,1,1
가치론적비평,1,1
내용의실험,1,1
형식의실험,1,1
미학의실험,1,1
문학의본령,1,1
이항적인사고와논법,1,1
감각의유용성,1,1
가시성의폭발,1,1
외설,1,1
파괴와해체전복,1,1
엽기적환상서술시,1,1
장황한서술성의산문시,1,1
필연성없는감각의과잉,1,1
비민주적인사회로회귀한시점에서의시의역능에대한물음,1,1
감각의분할을통한문학의정치성논의,1,1
참여적경향,1,1
세대간의단절,1,1
인세,1,1
자비출판,1,1
국문과,1,1
문창과,1,1
사숙,1,1
서원,1,1
신의부재,1,1
신의결여,1,1
죽을자,1,1
전향。mkehrung),1,1
거룩한차원,1,1
인간은내적인비호가없이밖에그대로내버려져진존재,1,1
실존적인불안,1,1
피투성,1,1
피라미드,1,1
노동자들은,1,1
미학논쟁,1,1
진단,1,1
위기,1,1
비평적분석,1,1
소통혼란자폐,1,1
단일성혼종,1,1
무가치성,1,1
탈정치,1,1
위기의담론,1,1
년대새로운비평담론,1,1
보수적인서정,1,1
보수서정,1,1
진취모험,1,1
규정의불가능성,1,1
언술체계,1,1
전체에서부분으로향하는독서,1,1
비평담론,1,1
인식론적갱신,1,1
에콜,1,1
언어의근본적인혁신,1,1
특수성,1,1
시적목소리,1,1
취향,1,1
동원상태,1,1
언술,1,1
쓰는주체,1,1
언표,1,1
모자이크,1,1
저자의권위,1,1
타자의글을이종하여쓰는주체,1,1
인용,1,1
차용,1,1
콜라주,1,1
시와비평을하나로전제하는글,1,1
poem-critic,1,1
critic-poem,1,1
affect,1,1
정신분석학자들,1,1
정형률,1,1
수수께끼,1,1
사유,1,1
화폐,1,1
단일화보편화의이데올로기,1,1
긴시,1,1
시의효율성,1,1
시적언어의경제성,1,1
운문과산문의이분법,1,1
시의압축성,1,1
장르,1,1
메타언어적기호,1,1
구두점,1,1
메타기호,1,1
시와스펙터클,1,1
년대시,1,1
시와정치의논쟁,1,1
역사실천주의,1,1
시와정치논쟁,1,1
자율,1,1
사회적인것,1,1
일상적인것,1,1
평등의유토피아,1,1
불균형,1,1
불평등,1,1
부조화,1,1
공동체주의,1,1
역사주의,1,1
시인이가장정치적인존재였기에정치공동체에서추방을당했다는사실,1,1
2000대시와정치담론,1,1
시적인것의고안이정치적인행위,1,1
정치적통념과도식들및이분법을넘어서는가치,1,1
시적인것과정치적인것,1,1
시적사건,1,1
앙가주망,1,1
낭독체험,1,1
저자,1,1
시와비평,1,1
2010년대의시,1,1
인식론적모험,1,1
고독한전투,1,1
희망과절망삶과죽음,1,1
골고다,1,1
비판적환대,1,1
탄식,1,1
논리적나르시시즘,1,1
통념,1,1
환상의현상학적실험,1,1
알레고리의미학,1,1
발화상황,1,1
발화행위,1,1
개별화,1,1
개인화,1,1
의미의지평,1,1
도전,1,1
공동체적목소리,1,1
도전과갱신,1,1
공통분모,1,1
주체에서주체로향하는이행,1,1
주체에서주체로의이행,1,1
목소리의여행,1,1
여성적목소리,1,1
남성적목소리,1,1
시적논리,1,1
불연속,1,1
통사,1,1
언어의주체화,1,1
낭독,1,1
재구성,1,1
말할수없는것,1,1
백시,1,1
공백,1,1
대상의주체화,1,1
거기있음,1,1
비인칭구문,1,1
물탱크,1,1
낯선것,1,1
유에서유를만들어내는과정,1,1
타자의목소리로궁굴리는주체화의과정,1,1
독창적인목소리,1,1
기존의판을흔들려는목소리,1,1
상호주체성,1,1
묵시록,1,1
결핍된집적물,1,1
결여된총체,1,1
폭로하는계시,1,1
결핍된현실,1,1
절망의현실,1,1
묵시록적목소리,1,1
종말의서사,1,1
절멸,1,1
꿈의세계,1,1
합리,1,1
제의,1,1
정화,1,1
비관,1,1
비참,1,1
망각,1,1
언어의주체,1,1
언어와삶,1,1
맥락,1,1
시론,1,1
시니피앙,1,1
호모로퀜스,1,1
전도된관점,1,1
어긋난시간,1,1
불행한의식,1,1
불행의정념,1,1
자기목소리,1,1
독자적인목소리,1,1
2010년대시인들,1,1
언어의분화와개별화,1,1
익명적인목소리,1,1
고통의언어,1,1
비평의임무,1,1
문학비평가,1,1
시적캐릭터,1,1
2년대시인듶,1,1
미시적접근,1,1
개체적존재의식의내면화,1,1
산무성,1,1
개인의내면세계,1,1
새로움의시정신,1,1
전복의시정신,1,1
질서와체계,1,1
이원론적,1,1
울타리,1,1
멍청이,1,1
의식의진지운동,1,1
물질적사유,1,1
정신적인것,1,1
자학적,1,1
대상화,1,1
자기정체성,1,1
현재성,1,1
미래,1,1
의비,1,1
부정의언어,1,1
정체,1,1
시의본질적측면,1,1
부정정신,1,1
언어행위,1,1
현실과비현실,1,1
창조의시간,1,1
없다와있다,1,1
부재,1,1
창세기,1,1
소통과결합,1,1
착취,1,1
개체성,1,1
고립무원,1,1
폐쇄된공간,1,1
맹목,1,1
엄숙함과숭고함,1,1
살해중동과죽음이미지,1,1
적의,1,1
보다,1,1
마음의상처,1,1
순수함,1,1
새로움을추구하는시인들,1,1
개인사,1,1
타자와의관계성,1,1
회의와절망의의식,1,1
시적전통,1,1
체념,1,1
궁핍함,1,1
80년대민중시들,1,1
비정규직노동자들,1,1
문학적민중,1,1
감성론,1,1
감각의수용능력을다루는학,1,1
미적판단,1,1
미적감수성,1,1
감각의수용능력,1,1
주관적정서나감정적변양,1,1
근대예술,1,1
감각적인것을분배하는,1,1
미학적-감성적,1,1
새로운시의흐름들,1,1
윤리적예술체제,1,1
에토스,1,1
고대그리스,1,1
모상,1,1
모방활동,1,1
모방적기술,1,1
폴리스,1,1
이상국가,1,1
아르스,1,1
시학적-재현적예술체제,1,1
시학적체제,1,1
재현적체제,1,1
재현적자율성,1,1
가능적세계,1,1
미학적-감성적예술체제,1,1
감각적존재양태,1,1
존재양태,1,1
위대한허구,1,1
예술의특이성,1,1
언어의외로운자기지시성,1,1
절대적자율성,1,1
허구적구성,1,1
허구들,1,1
감성적자율성,1,1
감각적분배,1,1
감성적인것을새롭게분배하는활동,1,1
감성적혁명,1,1
생산과재생산,1,1
프랑스노동자들,1,1
사회적해방,1,1
감성적특이성,1,1
예술의정치적잠재성,1,1
감성적경험의자율성,1,1
냉전체제,1,1
맑스주의,1,1
추상주의,1,1
감각체계,1,1
참여예술,1,1
예술의정치성,1,1
폴리테이아,1,1
경찰,1,1
분배,1,1
감각공간,1,1
노동자시인들,1,1
인민의삶을감성화하는,1,1
노동자의시,1,1
뮤즈〔詩神〕,1,1
노동자투쟁,1,1
인민이가진감성적능력,1,1
정치세력,1,1
예술적실천,1,1
예술과정치,1,1
미학적감성적자율성,1,1
예술작품,1,1
감성적지도,1,1
메시지의언표를매개체로사용하지않고서도가시적인것말할수있는것그리고사유할수있는것사이의관계를전복시키는,1,1
비가시성을가시화하고들리지않는것을들리게함으로써,1,1
기묘함,1,1
정치적의미,1,1
개념예술,1,1
정치적전복,1,1
개념미술,1,1
접합,1,1
이질적접합,1,1
치안질서,1,1
의회민주주의,1,1
감성적조직,1,1
기만,1,1
공허,1,1
문학의위기담론,1,1
시전문잡지,1,1
'미래파'논쟁,1,1
발성법,1,1
새로운미학,1,1
기성시인들,1,1
젊은시인듈,1,1
시적변모,1,1
전통적서정의메커니즘,1,1
세계와주체그리고언어사이의균열,1,1
지성,1,1
언어와세계의균열,1,1
삶과죽음,1,1
상실감,1,1
우비순트山sunt모티프,1,1
낙담,1,1
잔치,1,1
그리움,1,1
중견및원로시인들,1,1
암울한현실에온몸으로맞섰던문학의시대,1,1
시적취향,1,1
팽팽한긴장,1,1
기호,1,1
떠도는자들,1,1
노동현실,1,1
농촌의현실,1,1
인권문제,1,1
자아문제,1,1
화엄,1,1
개별존재자들의눈에맞춰자기자신을낮게엎드리는것,1,1
비평적견해,1,1
감각의최첨단화,1,1
프랑스상징주의,1,1
초감각,1,1
해학,1,1
주류,1,1
상투성,1,1
도회지의시인,1,1
도시인의삶,1,1
도회적,1,1
농촌대도시의이분접적대립,1,1
도시의시학,1,1
젊은시의미학,1,1
의사논쟁,1,1
제1차세계대전,1,1
암울한회의주의,1,1
젊은시의다소우려되는경향,1,1
비판적대화와소통,1,1
젊은시인들의미학적자치지구,1,1
인상파,1,1
탈국가적,1,1
탈민족적,1,1
북한의시,1,1
동남아시아인,1,1
냉정한시선,1,1
담시,1,1
통변通辯,1,1
약소자,1,1
재일조선인한국어문학,1,1
동인활동,1,1
해방공간,1,1
단독정부수립,1,1
반일감정,1,1
북송,1,1
친연성,1,1
이념적선택,1,1
재일조선인작가들,1,1
귀화,1,1
민족정신,1,1
재일조선인시인들,1,1
분단상황,1,1
소설문학,1,1
근대문학의종말,1,1
근대적사회운동의이념형의종언,1,1
진선미,1,1
근대소설의종언,1,1
근대소설,1,1
미적근대성,1,1
목적론적장르론,1,1
문학의사회적영향력이현저히약화되는현상,1,1
분단,1,1
문학의종말,1,1
문학정신의종말,1,1
문학정신의위기,1,1
문학정신,1,1
작가주의,1,1
제3세계문학,1,1
대중소설,1,1
젊은시인소설가들,1,1
지도비평,1,1
비평의역할,1,1
비평의위상,1,1
'미래파'시,1,1
구조주의적인해석,1,1
현상학적인직관,1,1
정신분석학적인방법,1,1
비평가의위상,1,1
주제비평,1,1
이론비평,1,1
평가,1,1
입법적평가,1,1
미학적함량,1,1
작업실비평,1,1
문학독자,1,1
문학대중화,1,1
문학대중화운동,1,1
현실인식,1,1
시의시대,1,1
창작의관성화,1,1
출판자본,1,1
주례비평,1,1
텍스트의생산성,1,1
문학의귀환,1,1
시의귀환,1,1
비평세대,1,1
비평적기투,1,1
해석,1,1
개방성,1,1
비평적,1,1
새로운형식실험,1,1
존재론적/인식론적/미학적,1,1
비평적백가쟁명,1,1
세대론적인정투쟁,1,1
의사자연,1,1
아담주의,1,1
유물론적,1,1
비평적질문,1,1
시창작,1,1
범죄자,1,1
허구적,1,1
B급유머감각,1,1
비평적문제의식,1,1
잃어버린10년,1,1
동정과연민,1,1
신파화,1,1
냉정한태도,1,1
1인칭주체,1,1
몸의감각,1,1
동일성의주체,1,1
유일무이,1,1
산문적형태에뜨거운정념을담았던형식적흐름,1,1
인식론적,1,1
동일자의권력,1,1
문학사적간섭,1,1
자기일탈,1,1
창조적자기운동성,1,1
회의론적,1,1
비평적화두,1,1
